id,text,label
yahoo_04288,"Who is the longest serving Prime Minister of Australia? Robert Menzies, who served from 1939 ro 1941, and then again from 1949 to 1966, a total of 18 1/2 years.",politics_government
yahoo_04213,How do I know if my girlfriend loves me for real? By her actions and the things she says. Does she really listen to you and sympathize with your problems? Does she make you feel like she really wants to be there?,family_relationships
yahoo_00233,"What do Christians think, now that the Catholic church admits the Bible isn't 100% accurate? Now that the church admits that the Bible contains errors, what are your thoughts? Please, no flaming in here, I want honest answers. Thank you.\n\nIf you would like to read about this news, go to:\n\nhttp://www.timesonline.co.uk/article/0,,13509-1811332,00.html judgement must be based on facts, not just beliefs, if we really want to know the truth.",society_culture
yahoo_00553,"should I do what the voices inside my head tell me to? If they are telling you to send me all your money, then by all means, listen to them!!!",family_relationships
yahoo_05314,who wrote agnee veena? Agnee Veena means a musical instrument made out of fire.\n\nas Agnee means - Fire and Veena means - Musical Instrument in the hands od Goddess Saraswati.\n\nso usually Godess Swaraasti had writeen it.,science_mathematics
yahoo_00544,what model of skis is best? the air-ride 1000 brand with the shock absorbers. i hear they received a 5 star crash test rating,sports
yahoo_03700,"what is the importance of solar energy and why do people use and where does it come from? This is suppose to be common sense by now well unless you're 6 yr old then that's different. So I guess you need read this:\n\nsolar energy, any form of energy radiated by the sun, including light, radio waves, and X rays, although the term usually refers to the visible light of the sun. Solar energy is needed by green plants for the process of photosynthesis, which is the ultimate source of all food. The energy in fossil fuels (e.g., coal and oil) and other organic fuels (e.g., wood) is derived from solar energy. Difficulties with these fuels have led to the invention of devices that directly convert solar energy into usable forms of energy, such as electricity. Solar batteries, which operate on the principle that light falling on photosensitive substances causes a flow of electricity, play an important part in space satellites and, as they become more efficient, are finding increasing use on the earth (see solar cell). Thermoelectric generators convert the heat generated by solar energy directly into electricity (see thermoelectricity). Several projects have produced electricity on a large scale by using the solar energy available in desert areas. In one system, large numbers of solar batteries generate electricity for Coconut Island, off the coast of Australia. In another, oil flows through pipes that are set in reflecting parabolic troughs that can trap the heat from sunlight falling on them. The heat from the oil is then converted into electricity (see power, electric). Heat from the sun is used in air-drying a variety of materials and in producing salt by the evaporation of seawater. Solar heating systems can supply heat and hot water for domestic use; heat collected in special plates on the roof of a house is stored in rocks or water held in a large container. Such systems, however, usually require a conventional heater to supplement them. Solar stoves, which focus the sun's heat directly, are employed in regions where there is much perennial sunlight.\n\nAlso there are tons of info on this on the web just go to Yahoo search or Google and type in Solar Energy. It's not that hard.",science_mathematics
yahoo_03540,How wants a email friend? Then How should try to get an e-mail friend.,health
yahoo_02788,Ladies do you really like guys that play soccer? Oh God yes. Football players have the best bodies.,family_relationships
yahoo_02864,"Can any one give a clear but simple explanation of what a Super String is? I know it has something to do with quantum physics but not an awful lot more. A super string is a model for an elementary particle.\nIn the Standard Model, quarks, electrons and the like are considered to be pointlike. This gives problems at short distances where for instance the electromagnetic force between two of time becomes infinite.\n\nThe basic idea of super strings is that the fundamental constituents of matter are strings of a length of order of 10^35 m which vibrate at specific frequencies. However, the simplest string theories give more problems then they solve and consistent theories requires more then four dimensions.",science_mathematics
yahoo_02083,"How can I run faster? Other than suicides, and regular sprints? Train a lot!!!",sports
yahoo_05542,"What do I do when my blood sugar is too high? Eat less for your next meal. Exercise might help, but there are times when this has the reverse effect, such as when sugar levels are very high. Talk to your doctor.",health
yahoo_00308,"What is economies of scale? I had a discussion about economies of scale about 3 hours ago. In business, economies of scale means that in small quantities a number, i.e. profit, can be different than in large quantities. In fact, in business, as your production increases efficiently (the term efficiently is important), your costs per unit decrease. You take your overhead, which to a certain degree is fixed over a unit of time (usually a month or quarter is considered). Then you take the overhead number and spread the cost over your manufactured products over that time. When you manufacture alot, your overhead per item amount is low. When you manufacture a few, the opposite occurs. \n\nThis concept can be used in different disciplines and is largely universal. Large quantities can be more efficiently produced than small quantities.",education_reference
yahoo_00710,"Energy equals mass times Vi^2,Why Kenetic energy=1/2 M*V^2? Hound, did you intend this:\nE=Ea+Eb = (m^2) * (c^4) + (p^2) * (c^2)\nThis makes E = Ea^2 + Eb^2, no?\n\nAlso, an alternate, simple-minded, non-relativistic answer to why does KE = .5MV^2:\nE=F*D (Energy, Force, Distance)\nF=M*A (M is Mass, A is Acceleration)\nE=M*A*D \nD=.5*A*T^2 (T is time)\nV=A*T\nE=M*A*.5*A*(V/A)^2=.5*M*V^2",science_mathematics
yahoo_04103,"why is when my 9 year old nephew has a cold or virus and is unwell? i always seem to catch it as well,but no other members of his family including his mum don't,\n it seems sometimes its just the two of us that seem to pass it back and forth,\n we also seem to suffer from allergies and when the pollen is high we both have the same symptons,when no one else seems to suffer,\n could it be something to do with mine and my sisters genes that has been passed on ? It's just your immune system. Your sister is with the little one all the time so has built up an immunity (and pregnancy builds up immunity and that seems to stay). I would recomend you eat loads more fruit and bag and get loads of vitamins down you, this will help. Also, 9 year olds are always getting colds and stuff because of the mingling at school. \nI always seem to be getting everything that goes round at work but my desk is right next to the air conditioner and we have no opening windows int he building so i get the full whack of the recycled germs.",health
yahoo_01580,How does an RBI count in Little League baseball? The same as it counts in any baseball. If a run is scored off of a batter's clean hit...meaning no errors...or sacrafice...then he gets an RBI.,sports
yahoo_01310,"What is a quality dell laptop that has good connectivity, RAM, portability, and performance.- college freshman I'm looking for something that will go good with my photography major. Something that will work with a wirless campus and overall portibility. among the other aspects stated in the question. All help is apreciated :) about 600-1000$ will be good for you... www.Dell.com",computers_internet
yahoo_00625,WEB SITE THATSBANANAS.COM TRYING TO FIND? highlight and delete all the writing in that lil box up there^\nthen type in www.thatsbananas.com\ndid it work? thought so,entertainment_music
yahoo_00023,i am thinking about swithcing my name??? What do you think would be a good one??? Jordan! I love that name and it works either way chick or dude.,family_relationships
